Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class
ELEC,Woodbury Nissan,439 Mantua Ave,,Woodbury,NJ,08096,,856-853-0150,E,,Private,,,,,,,1,,,Non-Networked,,GPS,39.83206,-75.1581,2020-06-09,45705,2023-02-15 22:45:41 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,
CNG,South Jersey Gas,1211 N 2nd St,,Millville,NJ,08332,,800-716-5550,E,,Public - Credit card at all times,24 hours daily,A D M V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,39.411625,-75.03746,2022-12-13,47288,2023-09-25 15:01:25 UTC,T,,,2013-04-30,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,UTILITY,2,LANDFILL,1000,,,,,,,,,Q,3600,HD,,,false,,,,,,true,,HD
ELEC,Atlantic County Utilities Authority,6700 Delilah Rd,,Egg Harbor Township,NJ,08234,,609-272-6950,E,,Public - Call ahead,"7am-5pm M-F, 7am-12pm Sat",,,,,,4,,,Non-Networked,,GPS,39.417467,-74.53968,2021-10-12,48406,2022-02-10 19:42:29 UTC,P,,,2012-04-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,UTILITY,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD
ELEC,Firehouse Lot 3,1st St & Sloan St,In the back of the firehouse,South Orange,NJ,07079,,973-378-7715 x2037,E,,Public,6am-11pm daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,3,3,,,Non-Networked,,GPS,40.745046,-74.26042,2022-11-10,49035,2023-02-14 15:54:11 UTC,P,,,2012-09-15,,,,,J1772 NEMA520,US,,,,Public,,public,,,PAY_LOT,,,,,,,Free; pay lot,,,,,,,,,,false,,,,,,,,LD
ELEC,Sansone Nissan,90-100 US Route 1,,Avenel,NJ,07001,,888-250-5514,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-8,40.573827,-74.290584,2020-06-09,49898,2021-03-11 23:22:17 UTC,P,,,2012-10-25,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,
ELEC,Bridgewater Nissan,1400 Route 22,,Bridgewater,NJ,08807,,,E,,Public - Call ahead,Dealership business hours; contact 908-722-3600 for more information,,,,,,2,1,,Non-Networked,,GPS,40.575337,-74.571677,2022-03-07,49900,2023-02-14 15:54:11 UTC,P,,,2012-10-25,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD
ELEC,Bridgewater Nissan,1400 Route 22,,Bridgewater,NJ,08807,,,E,,Private,,,,,,,1,,,Non-Networked,,GPS,40.575337,-74.571677,2022-03-07,49901,2023-02-14 15:54:11 UTC,P,,,2012-10-25,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,LD
ELEC,Nissan World of Denville,3057 Route 10,,Denville,NJ,07834,,973-442-0500,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,40.864552,-74.50632,2022-03-07,49902,2023-02-14 15:54:11 UTC,P,,,2012-10-25,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD
ELEC,Nissan World of Denville,3057 Route 10,,Denville,NJ,07834,,973-442-0500,E,,Private,,,,,,,1,,,Non-Networked,,200-9,40.864552,-74.50632,2022-03-07,49903,2023-02-14 15:54:11 UTC,P,,,2012-10-25,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,LD
ELEC,Hudson Nissan,585 State Route 440,,Jersey City,NJ,07304,,201-435-2003,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,40.71696,-74.09634,2020-06-09,49905,2023-02-15 22:45:41 UTC,P,,,2012-10-25,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,
ELEC,Hudson Nissan,585 State Route 440,,Jersey City,NJ,07304,,201-435-2003,E,,Private,,,,,,,1,,,Non-Networked,,GPS,40.71696,-74.09634,2020-06-09,49906,2023-02-15 22:45:41 UTC,P,,,2012-10-25,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Nissan City of Red Bank,120 Newman Springs Rd E,,Red Bank,NJ,07701,,732-741-2433,E,,Public - Call ahead,Dealership business hours,,,,,,1,2,,Non-Networked,,200-9,40.338246,-74.068682,2022-03-07,49907,2023-02-14 15:54:11 UTC,P,,,2012-10-25,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD
ELEC,Nissan City of Red Bank,120 Newman Springs Rd E,,Red Bank,NJ,07701,,732-741-2433,E,,Private,,,,,,,1,,,Non-Networked,,200-9,40.338246,-74.068682,2022-03-07,49909,2023-02-14 15:54:11 UTC,P,,,2012-10-25,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,LD
ELEC,Nissan World of Springfield,146-162 Route 22 W,,Springfield,NJ,07081,,973-376-8821,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-9,40.687162,-74.31859,2022-03-07,49910,2023-02-14 15:54:11 UTC,P,,,2012-10-25,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD
ELEC,Nissan World of Springfield,146-162 Route 22 W,,Springfield,NJ,07081,,973-376-8821,E,,Private,,,,,,,1,,,Non-Networked,,200-9,40.687162,-74.31859,2022-03-07,49911,2023-02-14 15:54:11 UTC,P,,,2012-10-25,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,LD
ELEC,Nissan of Turnersville,3400 Route 42,,Turnersville,NJ,08012,,856-629-1900,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,200-8,39.727845,-75.031104,2022-03-07,49912,2023-02-14 15:54:11 UTC,P,,,2012-10-25,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD
ELEC,Nissan of Turnersville,3400 Route 42,,Turnersville,NJ,08012,,856-629-1900,E,,Private,,,,,,,2,,,Non-Networked,,200-8,39.727845,-75.031104,2022-03-07,49913,2023-02-14 15:54:11 UTC,P,,,2012-10-25,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,LD
CNG,South Jersey Gas - Lindenwold,2500 Old Egg Harbor Rd,,Lindenwold,NJ,08021,,866-278-3674,E,,Public - Credit card at all times,24 hours daily,A CleanEnergy D M V Voyager Wright_Exp,,B,3600,,,,,,,200-9,39.811305,-74.96135,2022-12-13,50049,2023-09-25 15:01:25 UTC,T,,,2014-09-01,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,FLEET_GARAGE,2,LANDFILL,1000,,,,,,,,,B,3600,HD,,,false,,,,,,true,,HD
CNG,Waste Management - Trenton Hauling,208 Patterson Ave,,Hamilton Township,NJ,08610,,,E,,Private,,,,T,3600,,,,,,,200-8,40.213062,-74.715814,2022-06-14,50265,2023-07-16 17:54:39 UTC,P,,,2014-06-16,,HD,,,,US,,,,Privé,,private,,,FLEET_GARAGE,,,,,,,,,,,,T,3600,HD,,,,,,,,,,,HD
ELEC,George Wall Ford Lincoln,700 Shrewsbury Ave,,Red Bank,NJ,07701,,732-747-5400,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,40.324267,-74.073959,2023-01-10,52006,2023-02-14 15:54:11 UTC,P,,,2013-04-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD
ELEC,Larson Ford,1150 Ocean Ave,,Lakewood,NJ,08701,,,E,,Private,Service center and customer use only,,,,,,2,,,Non-Networked,,200-9,40.082323,-74.172823,2022-01-10,53889,2023-02-15 22:45:41 UTC,P,,,2013-04-01,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,
CNG,South Jersey Gas - Lindenwold,2500 Old Egg Harbor Rd,,Lindenwold,NJ,08021,,866-278-3674,E,,Private,,,,B,3600,,,,,,,200-9,39.811305,-74.96135,2022-12-13,60167,2023-09-25 15:01:25 UTC,T,,,2014-09-01,,HD,,,,US,,,,Privé,,private,,,FLEET_GARAGE,,LANDFILL,,,,,,,,,,B,3600,HD,,,,,,,,,true,,HD
CNG,New Jersey Natural Gas - Middletown Public Works,54 Kanes Ln,Off Route 35 N at Middletown Public Works,Middletown,NJ,07748,,732-919-8000,E,,Public - Credit card at all times,24 hours daily,D M V Wright_Exp,,Q,3600,,,,,,,200-9,40.387923,-74.085991,2022-10-11,60682,2023-09-25 14:53:41 UTC,T,,,2016-02-15,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,2,,950,37071,,,,,,,,Q,3600,HD,,,false,,,,,,false,,HD
CNG,New Jersey Natural Gas - Middletown Public Works,54 Kanes Ln,Off Route 35 N at Middletown Public Works,Middletown,NJ,07748,,732-919-8000,E,,Private,,,,T,3600,,,,,,,200-9,40.387923,-74.085991,2022-10-11,60683,2023-09-25 14:53:41 UTC,T,,,2016-02-15,,HD,,,,US,,,,Privé,,private,,,STANDALONE_STATION,,,,,,,,,,,,T,3600,HD,,,,,,,,,false,,HD
CNG,New Jersey Natural Gas - Shore Point Distributing Co,850 Route 33 Business,At the corner of Route 33 and Halls Mills Rd,Freehold,NJ,07728,,732-919-8000,E,,Public - Credit card at all times,24 hours daily,D M V Wright_Exp,,Q,3600,,,,,,,GPS,40.247319,-74.24322,2022-10-11,60684,2023-09-25 14:53:41 UTC,T,,,2015-09-29,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,4,,950,37071,,,,,,,,Q,3600,HD,,,false,,,,,,false,,HD
CNG,New Jersey Natural Gas - Waste Management,1298 Industrial Way,Off Route 37 W,Toms River,NJ,08755,,,E,,Public - Credit card at all times,24 hours daily,D M V Wright_Exp,,Q,3600,,,,,,,200-9,39.989815,-74.258336,2022-06-14,60685,2023-07-16 17:54:39 UTC,T,,,2015-09-24,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,2,,950,37071,,,,,,,,Q,3600,HD,,,false,,,,,,false,,HD
ELEC,CIRCLE BMW STATION 01,500 NJ-36 500 State Route 36,,Eatontown,NJ,07724,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.290139,-74.041359,2023-09-26,60922,2023-09-26 00:10:32 UTC,,,,2014-03-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,BMW SPRINGFIELD STATION 01,391-US-22 east located on east side of front,,Springfield Township,NJ,07081,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.684542,-74.333898,2023-09-26,61419,2023-09-26 00:10:35 UTC,,,,2014-04-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Brassworks on Grove,105 Grove St,,Montclair,NJ,07042,,,E,,Private,Tenant use only,,,,,,1,,,Non-Networked,,200-9,40.814101,-74.2078,2023-02-13,61719,2023-09-25 15:17:02 UTC,P,,,2007-01-15,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,,,,,,,,,LD
CNG,Elizabethtown Gas,520 Green Ln,,Union,NJ,07083,,800-716-5550,E,,Public - Credit card at all times,"24 hours daily; station can accommodate tractors, but there is limited capacity for trailers due to the tight turning radius, so drivers encouraged to contact station ahead of time",A D M V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,40.676438,-74.248373,2022-12-13,61897,2023-09-25 15:01:25 UTC,T,,,2014-10-15,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,UTILITY,2,,1000,,,,,,,,,Q,3600,HD,,,false,,,,,,false,,HD
ELEC,ATLANTIC CITY STATION 01,6037 Black Horse Pike,,Egg Harbor Township,NJ,08234,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.435912,-74.613812,2023-09-26,62427,2023-09-26 00:10:35 UTC,,,,2014-07-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Kindle Auto Plaza,525 Stone Harbor Blvd,,Cape May,NJ,08210,,,E,,Private,Dealership business hours; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,2,2,,,Non-Networked,,200-9,39.082387,-74.811638,2022-11-10,63619,2023-02-15 22:45:41 UTC,P,,,2012-10-01,,,,,J1772 NEMA520,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD
CNG,Waste Management - Camden,1001 Fairview St,,Camden,NJ,08104,,,E,,Private,,,,T,3600,,,,,,,200-8,39.914001,-75.108896,2022-06-14,63975,2023-07-16 17:54:39 UTC,P,,,2011-06-08,,HD,,,,US,,,,Privé,,private,,,FLEET_GARAGE,,,,,,,,,,,,T,3600,HD,,,,,,,,,,,HD
CNG,New Jersey Natural Gas - Waste Management,1298 Industrial Way,Off Route 37 W,Toms River,NJ,08755,,,E,,Private,,,,T,3600,,,,,,,200-9,39.989815,-74.258336,2022-06-14,63995,2023-07-16 17:54:39 UTC,T,,,2015-09-24,,HD,,,,US,,,,Privé,,private,,,STANDALONE_STATION,,,,,,,,,,,,T,3600,HD,,,,,,,,,false,,HD
ELEC,HAMILTON VW VW_408258_A,2200 NJ-33,,Trenton,NJ,08690,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.222952,-74.643819,2023-09-26,64192,2023-09-26 00:11:47 UTC,,,,2014-11-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,HMC 1 HMC1,2100 Wescott Dr,,Flemington,NJ,08822,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.532779,-74.861809,2023-09-26,64754,2023-09-26 00:12:30 UTC,,,,2014-12-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Station Plaza Parking Garage,50 Yard Ave,Located on the roof of the garage,Trenton,NJ,08609,,609-599-9614,E,,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,7,,,,Non-Networked,,200-8,40.219983,-74.754838,2021-10-12,65409,2022-02-10 21:00:18 UTC,P,,,2014-12-01,,,,,NEMA520,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD
CNG,South Jersey Gas - Wawa #8305,51 Berkeley Rd,Berkeley Rd and I-295,Paulsboro,NJ,08066,,856-423-2395,E,,Public - Credit card at all times,24 hours daily,A D M V Voyager Wright_Exp,,Q,3600,,,,,,,200-9,39.821725,-75.240765,2022-12-13,65547,2023-09-25 15:01:25 UTC,T,,,2016-03-07,,HD,,,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,CONVENIENCE_STORE,2,,500,,,,,,,,,Q,3600,HD,,,false,,,,,,false,,HD
ELEC,New Brunswick Parking Authority,7 Wall St,"Gateway Garage, located on the 2nd floor",New Brunswick,NJ,08901,,732-545-3118  732-236-7546,E,,Public,Restricted to garage hours; pay lot,,,,,,5,,,Non-Networked,,GPS,40.496879,-74.446529,2021-10-12,65670,2022-02-10 19:42:29 UTC,P,,,2013-04-30,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD
ELEC,New Brunswick Parking Authority,95 Patterson St,Wellness Deck Garage located on the corner of 100 Kirkpatrick and Church Street. Located on the 5th and 6th floors,New Brunswick,NJ,08901,,732-545-3118,E,,Public,Restricted to garage hours; pay lot,,,,,,5,,,Non-Networked,,200-8,40.494646,-74.447516,2021-10-12,65671,2022-02-10 19:42:29 UTC,P,,,2013-04-30,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD
ELEC,FLKS CAMPUS STATION 01,1 Becton Dr,,Franklin Lakes,NJ,07417,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.016356,-74.211628,2023-09-26,67043,2023-09-26 00:14:07 UTC,,,,2015-05-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LPG,U-Haul,2101 US Highway 130 S,,Cinnaminson,NJ,08077,,856-829-0018,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,40.00532,-74.98071,2023-02-13,68074,2023-02-14 15:54:11 UTC,P,,,2015-06-25,,,true,,,US,,,,Public,,public,,,RENTAL_CAR_RETURN,,,,,,,,,"[""ACME"", ""QUICK_CONNECT""]",,,,,,,,false,,,,,,,,HD
LPG,U-Haul,1 White Horse Pike,,Absecon,NJ,08201,,609-646-6131,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,39.423186,-74.500341,2023-02-13,68075,2023-02-14 15:54:11 UTC,P,,,2015-06-25,,,true,,,US,,,,Public,,public,,,RENTAL_CAR_RETURN,,,,,,,,,"[""QUICK_CONNECT"", ""ACME""]",,,,,,,,false,,,,,,,,
LPG,U-Haul,411 White Horse Pike,,Somerdale,NJ,08083,,856-346-3500,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-8,39.853035,-75.02543,2023-02-13,68076,2023-02-14 15:54:11 UTC,P,,,2015-06-25,,,false,,,US,,,,Public,,public,,,RENTAL_CAR_RETURN,,,,,,,,,"[""ACME"", ""QUICK_CONNECT""]",,,,,,,,false,,,,,,,,HD
LPG,U-Haul,1201 Hurffville Rd,,Deptford,NJ,08096,,856-228-5950,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,39.830015,-75.088865,2023-02-13,68077,2023-02-14 15:54:11 UTC,P,,,2015-06-25,,,false,,,US,,,,Public,,public,,,RENTAL_CAR_RETURN,,,,,,,,,,,,,,,,,false,,,,,,,,
LPG,U-Haul,3609 Route 38,,Mount Laurel,NJ,08054,,856-234-9044,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,39.965953,-74.921214,2023-02-13,68078,2023-02-14 15:54:11 UTC,P,,,2015-06-25,,,true,,,US,,,,Public,,public,,,RENTAL_CAR_RETURN,,,,,,,,,"[""ACME"", ""QUICK_CONNECT""]",,,,,,,,false,,,,,,,,HD
LPG,U-Haul,474 Brunswick Ave,,Trenton,NJ,08638,,609-989-9100,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,40.230817,-74.755925,2023-02-13,68079,2023-02-14 15:54:11 UTC,P,,,2015-06-25,,,false,,,US,,,,Public,,public,,,RENTAL_CAR_RETURN,,,,,,,,,"[""ACME"", ""QUICK_CONNECT""]",,,,,,,,false,,,,,,,,HD
LPG,U-Haul,1014 State Route 35,,Middletown,NJ,07748,,732-671-1102,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-9,40.396236,-74.108034,2023-02-13,68080,2023-02-14 15:54:11 UTC,P,,,2015-06-25,,,true,,,US,,,,Public,,public,,,RENTAL_CAR_RETURN,,,,,,,,,"[""QUICK_CONNECT"", ""ACME""]",,,,,,,,false,,,,,,,,
LPG,U-Haul,2015 US Highway 22 W,,Scotch Plains,NJ,07076,,908-322-4291,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,200-8,40.656882,-74.400244,2023-02-13,68081,2023-02-14 15:54:11 UTC,P,,,2015-06-25,,,true,,,US,,,,Public,,public,,,RENTAL_CAR_RETURN,,,,,,,,,"[""ACME"", ""QUICK_CONNECT""]",,,,,,,,false,,,,,,,,HD
LPG,U-Haul,1275 US Highway 9 N,,Old Bridge,NJ,08857,,732-721-5666,E,,Public,"7am-7pm M-Th and Sat, 7am-8pm F, 9am-5pm Sun",A Cash D M V,,,,,,,,,,GPS,40.441209,-74.2998099,2023-02-13,68082,2023-02-14 15:54:11 UTC,P,,,2015-06-25,,,false,,,US,,,,Public,,public,,,RENTAL_CAR_RETURN,,,,,,,,,"[""ACME"", ""QUICK_CONNECT""]",,,,,,,,false,,,,,,,,HD
ELEC,Nissan of Atlantic City,6021 E Black Horse Pike,,Egg Harbor Township,NJ,08234,,,E,,Private,Service center use only,,,,,,2,,,Non-Networked,,200-8,39.438013,-74.616268,2020-06-09,70450,2023-02-15 22:45:41 UTC,P,,,2014-09-15,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,BMW North America,300 Chestnut Ridge Rd,,Woodcliff Lake,NJ,07677,,800-831-1117,E,,Public,24 hours daily,,,,,,,1,,Non-Networked,,GPS,41.0349328,-74.0730244,2022-01-10,74182,2022-02-10 19:42:29 UTC,P,,,2016-01-01,,,,,J1772COMBO,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,false,,,,,,,,LD
LPG,Combined Energy Services,430 Route 206,"3 miles south of Newton, NJ",Newton,NJ,07860,,973-786-2121,E,,Public,"7:30am-5:30pm M-F, 8am-12pm Sat",Cash Checks D M V,,,,,,,,,,200-9,41.02487,-74.769287,2023-03-08,74244,2023-03-08 17:16:33 UTC,P,,,2018-07-16,,,true,,,US,,,,Public,,public,,,FUEL_RESELLER,,,,,,,,,"[""ACME"", ""QUICK_CONNECT""]",,,,,,,,false,,,,,,,,HD
ELEC,CHURCH ST LOT CHURCH ST LOT,12 Church Street,,Denville,NJ,07834,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.894258,-74.47802,2023-09-26,74693,2023-09-26 00:14:47 UTC,,,,2016-04-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,STATION ONE STATION ONE,1317 Beach Ave,,Cape May,NJ,08204,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.935359,-74.901942,2023-09-26,75111,2023-09-26 00:16:00 UTC,,,,2016-04-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Fullerton Parking Deck,20 Park St,,Montclair,NJ,07042,,973-509-5721,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-8,40.815765,-74.218432,2021-12-09,76277,2023-09-25 15:17:02 UTC,LG,,,2020-10-02,,,,,J1772,US,,,,Public,,public,,,PAY_LOT,,,,,,,Free; parking fee,,,,,,,,,,false,,,,,,,,LD
ELEC,Rutgers University - RUNet Field Offices,63 Rd 1,,Piscataway,NJ,08817,,848-932-7744,E,,Public,24 hours daily,,,,,,,1,,Non-Networked,,GPS,40.515163,-74.433665,2021-10-12,76682,2022-02-10 19:42:29 UTC,P,,,2016-02-01,,,,,CHADEMO,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD
ELEC,New Jersey Coalition of Automotive Retailers,856 River Rd,,Trenton,NJ,08628,,609-883-5056,E,,Public,24 hours daily,,,,,,2,1,,Non-Networked,,200-9,40.252324,-74.840182,2021-10-12,76882,2022-02-10 19:42:29 UTC,P,,,2014-06-01,,,,,CHADEMO J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,false,,,,,,,,LD
ELEC,Union Volkswagen,2155 US-22,,Union,NJ,07083,,908-398-2436,E,,Public - Call ahead,Dealership business hours; for Volkswagen use only,,,,,,1,,,Non-Networked,,200-9,40.692284,-74.285499,2022-01-10,76928,2022-04-28 20:01:31 UTC,P,,,2016-01-04,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,true,,,,,,,,LD
ELEC,Hamilton Stage - Union County Performing Arts Center,360 Hamilton St,,Rahway,NJ,07065,,732-499-8226,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,40.611513,-74.280063,2020-06-09,77400,2021-03-11 23:22:17 UTC,LG,,,2016-01-01,,,,,J1772,US,,,,Public,,public,,,OTHER_ENTERTAINMENT,,,,,,,Free,,,,,,,,,,false,,,,,,,,
ELEC,Rahway Parking Lot,67 Lewis St,Located on 1st level,Rahway,NJ,07065,,732-381-8778,E,,Public,8am-7pm daily,,,,,,2,,,Non-Networked,,200-8,40.606383,-74.274701,2021-01-14,77401,2022-12-20 21:38:13 UTC,LG,,,2016-01-01,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,false,,,,,,,,
ELEC,FLEMINGTON BMW STATION 01,206-228 NJ-31,,Flemington,NJ,08822,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.487718,-74.862306,2023-09-26,78768,2023-09-26 00:10:16 UTC,,,,2016-09-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,
